Observed,Predicted
1.731389045715332,1.4891273326455137
1.1196112632751465,1.4017579078516311
1.7234457731246948,1.5867518865820902
1.4898293018341064,1.3799554248169301
1.6422040462493896,1.2744762845670417
1.9929003715515137,1.5618527530088304
1.4535603523254397,1.4600762909582674
1.5931020975112915,1.102823092691718
1.739932417869568,1.6422159613243157
1.5089277029037476,1.3438561727433926
1.491069793701172,1.5154887499766678
